Kat	Wes	GOLD	Subtype	Perturbation	N1	Sentence Raw Text
I	N/A		I	0	door	I became Point , the worst housing project in Boston , and volunteered in the first and only political campaign of my life -- going door to door for George McGovern.
I	N/A		I	0	door	In one dreadful year , this dusty city in the heart of the most productive agricultural region in the nation has become a desperate place where mothers wash disposable diapers for reuse , children are sleeping in cars , and the unemployed trudge door to door to beg for food . 
I	N/A		I	0	door	It spoke to an era of traveling men , but they traveled by rail , salesmen going door to door . 
I	N/A		I	0	door	If he wants people to go door to door , if he wants people to talk favorably over the back fence , he ca n't be silent about these issues , " said Del .
I	N/A		I	0	door	In Gongor 's plan , one resident in each savings group goes door to door each day to collect the money .
I	I		I	0	door	It 's the most important election I 've ever fought and the one I feel most passionate about , ' Ms. Hodge said as she campaigned door to door last weekend . 
I	N/A		I	0	door	You never reach everyone because some people choose not to engage , " she says , noting that VANOC representatives had in some cases gone door to door to talk with owners . 
I	N/A		I	0	door	Kadhim is a third-generation date-palm gardener , one of a dwindling number in Iraq 's capital , he said , because most consider it too dangerous to go door to door in a place where sectarian cleansing has dramatically altered the city 's demographics.
I	N/A		I	0	door	In the beginning it was very tough , ' Ms. Griffin said as she went door to door , talking to laid-off workers , cranky retirees , homeowners nervous about the future . 
I	N/A		I	0	door	Yee - grass roots , door to door , phones , all that stuff - entirely in his Senate district , San Mateo County and San Francisco , " he said . 
I	N/A		I	0	door	During her 2006 deployment , she went door to door with another female Marine in Al Qaim , near the Syrian border , to talk to Iraqi women . 
I	N/A		I	0	door	The rest of the campaigning has to be done at the grassroots levels , in meetings and by going door to door .
I	N/A		I	0	door	There are so many fun things to do for Halloween that have getting dressed up and going door to door , and family time .
I	N/A		I	0	door	It also started the " Reclaim Your Future " program , which sent school employees and community volunteers door to door to persuade dropouts to return to school .
I	N/A		I	0	door	She even printed placards -- complete with a photograph of herself above a list of platform positions -- that she handed out door to door and on street corners . 
I	N/A		I	0	door	Two females were seen going door to door earlier in the day selling books .
I	N/A		I	0	door	We 're not going to go door to door anymore , " said a television reporter who spoke on the condition of anonymity because his station would not authorize him to speak publicly .
I	N/A		I	0	door	The elder Carter canvassed door to door with his grandson days before the 2010 election , and he 's popular among many Georgia Democrats .
I	N/A		I	0	door	San Bernardino County Sheriff John McMahon said 125 officers were going door to door and attempting to track Dorner , and that a SWAT team was providing added security to those in the community . 
I	N/A		I	0	door	He could be anywhere at this point , and that 's why we 're searching door to door , " McMahon said , adding that the manhunt would continue " as long as we can . 
I	N/A		I	0	door	Firefighters and emergency personnel went door to door to notify residents of the voluntary evacuation .
I	N/A		I	0	door	They 'll go to meetings , go door to door 'll all show up and do whatever they can to get that person elected . 
I	N/A		I	0	door	The pro-government militia Mabanese Defense Force reportedly went door to door to humanitarian office compounds , asking if there were any staff of the Nuer tribe , the same group of the rebel leader Riek Machar .
I	N/A		I	0	door	As with earlier campaigns , the ANC is planning to send people door to door , and church to church , to rally its supporters .
I	N/A		I	0	door	A couple who went door to door selling " pizza kits " supposedly to raise money for their young daughter 's ballet lessons really used the money to buy drugs , police say .
I	N/A		I	0	door	This is door to door .
I	N/A		I	0	door	The district also is going door to door targeting families with children who qualify for free Pre-K .
I	N/A		I	0	door	I sold frozen meat door to door .
I	N/A		I	0	door	In the weeks running up to the vote , two industry financed groups , Coloradans for Responsible Energy and Protect Colorado , launched door to door canvassing operations in Erie lobbying against the moratorium .
I	N/A		I	0	door	Ten miles for two bucks ; just kick back and enjoy door to door service with no parking hassles .
I	N/A		I	0	door	Disabled customers will enjoy on call , door to door service in specialized vehicles .
I	N/A		I	0	door	Father Charron has gone door to door in Carnegie to introduce himself to neighbors .
I	N/A		I	0	door	With no background in agriculture , they began by going door to door to gauge the community 's interest in an urban gardening effort .
I	N/A		I	0	door	Fifty minutes door to door by bus , compared with 15 by car ?
I	N/A		I	0	door	The National Guard is going door to door , passing out bottles of water safe to drink .
I	N/A		I	0	door	On Saturday morning , we canvassed the neighborhood , door to door .
I	N/A		I	0	door	Chicago police officers canvassed the block , going door to door , trying to find someone who knew the woman or was a relative .
I	N/A		I	0	door	A Colorado Task Force 1 Urban Search and Rescue team spent 11 days in the Beaumont , Texas , area helping set up an evacuation center and going door to door to check on stranded residents after Hurricane Harvey .
I	N/A		I	0	door	The Colorado Task in the Beaumont area , helping set up an evacuation center and going door to door by boat to check on residents after Hurricane Harvey 's deluge .
I	N/A		I	0	door	After about 24 hours at the evacuation point , the team spent days going door to door in flooded neighborhoods . 
I	N/A		I	0	door	Jeff Essman of Billings this week warned Republicans that Democrats have an " inherent advantage " in mail-only elections " due to their ability to organize large numbers of unpaid college students and members of public employee unions to gather ballots by going door to door . 
I	N/A		I	0	door	Failure to comply with a mandatory evacuation is a misdemeanor , but Caldwell said " there 's no plan to go door to door to force people to comply . 
I	N/A		I	0	door	The success of Ward 's creation was driven , in part , by a more efficient postal service that had started delivering packages door to door .
I	N/A		I	0	door	She says fire and police officials were going door to door in the affected neighborhoods Sunday morning to make sure people are aware .
I	N/A		I	0	door	Go door to door , ask if anybody saw Auster kill the patient ? 
I	N/A		I	0	door	sncc went door to door and farm to farm , explaining to first-time voters the rules for taking part in the lowndes county primary .
I	N/A		I	0	door	He sold those greeting cards door to door .
I	N/A		I	0	door	I 've been going door to door lookin ' for fire hazards .
I	N/A		I	0	door	Who got all the volunteers to go door to door to collect money .
I	N/A		I	0	door	Police have blocked off a 12 block section of the downtown area and are searching door to door ...
I	N/A		I	0	door	I 'm sorry I could n't get to the doctor 's today , but if I do n't upload these figures , I 'll be selling door to door .
I	N/A		I	0	door	- Ask Herb to get you a mattress . - I 'm not door to door .
I	N/A		I	0	door	The foreigners are searching door to door ... and kill on sight .
I	N/A		I	0	door	Door to door sugar ?
I	N/A		I	0	door	I 'm going door to door and asking people ... for information regarding jenny tyler , the missing girl .
I	N/A		I	0	door	Unless you plan to go door to door ...
I	N/A		I	0	door	I ca n't walk I 'll drive you door to door .
I	N/A		I	0	door	I 'll stop going door to door , bothering people at their homes .
I	N/A		I	0	door	I 've been going door to door , and I sold five of these town .
I	N/A		I	0	door	Candy door to door ..
I	N/A		I	0	door	An army of men in wool pants running through the neighborhood handing out pottery catalogs , door to door .
I	N/A		I	0	door	I told her I 'm out seIIin ' lawn furniture door to door . 
I	N/A		I	0	door	We , why do n't we recruit them as volunteers and then send them door to door , and they can meet new people ?
I	N/A		I	0	door	Since we have n't been able to find anything good for the homeless yet , I 've been thinking we should go door to door for clothing donations .
I	N/A		I	0	door	Come on , door to door .
I	N/A		I	0	door	No forensics , no door to door , no witnesses of any kind .
I	N/A		I	0	door	You agreed to sell Girl Scout cookies door to door .
I	N/A		I	0	door	T each me that ' door to door ' trick . too . ' Door to door ' ?
I	N/A		I	0	door	Or youII be selling Tinkle Pads door to door , A heart attack , I can't believe it ,
I	N/A		I	0	door	Most people thought he sold vacuum cleaners door to door .
I	N/A		I	0	door	I sell Persian rugs door to door .
I	N/A		I	0	door	Yeah , I 'm going around door to door looking for my lost cat .
I	N/A		I	0	door	Law enforcement personnel of all miami-dade county agencies are going door to door ...
I	N/A		I	0	door	We 'll go door to door .
I	N/A		I	0	door	You 're panicking on the phone in a locked house ... because the neighbors are going door to door ... to set up a ridiculous 7-foot tall snowman !
I	I		I	0	door	Back when Daddy and I sold the good book door to door , the grand slam of sales ... 
I	N/A		I	0	door	Let me go door to door and make sure every townsman looks under his house , Taylor .
I	N/A		I	0	door	We go door to door and give out free copies ?
I	N/A		I	0	door	You show up at the Sierra Club and you say I want to help and they say , great , go door to door and try to raise money for us .
I	N/A		I	0	door	It takes manpower , people walking door to door .
I	N/A		I	0	door	We can canvas the neighborhood , go door to door .
I	N/A		I	0	door	You know , take it door to door see if anybody recognizes him Ya 'll show some respect , right now And you !
I	N/A		I	0	door	I took them out once when that congressman was going door to door but , he just clogged up our toilet and left .
I	N/A		I	0	door	I 'm not gon na spend the rest of my life going door to door , selling musical car horns . 
I	N/A		I	0	door	A door to door search is being coordinated by the members of the Crimes Against Children unit .
I	N/A		I	0	door	Door to door , that is less than 50 yards .
I	N/A		I	0	door	Well , I hate to break this to you , but if you 're going door to door , you may have picked the wrong door .
I	N/A		I	0	door	And I am gon na go door to door in your neighborhood and find someone who will testify to that .
I	N/A		I	0	door	You want to go door to door ?
I	N/A		I	0	door	Go door to door .
I	N/A		I	0	door	Southside door to door got me nothing but blank stares .
I	N/A		I	0	door	Go door to door if you must , but find that alien .
I	N/A		I	0	door	Maybe I heard of a couple of white dudes ... - Selling door to door . 
I	N/A		I	0	door	They gave us these boxes of candy to sell door to door .
I	N/A		I	0	door	Until we got angry phone calls that he was going door to door Offering free fiber-optic need his information .
I	N/A		I	0	door	No , patrol 's still just going door to door talking to all of her school friends .
I	N/A		I	0	door	I 'm going to go through Yonkers , door to door and take the city that way .
I	N/A		I	0	door	The police are now going door to door . 
I	N/A		I	0	door	I equipped it with all sort of brill vacuum cleaners door to door .
I	N/A		I	0	door	Uh , Michael , let 's just say what I used to be able to do on the phones , probably served better in this economy going door to door .
I	N/A		I	0	door	So , we 've got perimeters set up , we got Metro going door to door .
I	N/A		I	0	door	If the customers wo n't come to us , we got ta go to them , door to door .
I	N/A		I	0	door	A plan like going door to door and having everyone in town laugh in our faces ?
I	N/A		I	0	door	I was thinking more of a door to door approach .
I	N/A		I	0	door	Door to door - Seriously , we 're close .
I	N/A		I	0	door	We need to roll up our sleeves , we need to go door to door , we need to hand out fliers , and canvass .
I	N/A		I	0	door	I just thought if you knew it was n't actual raiders , you would have had your soldiers going door to door , busting the whole town up .
I	N/A		I	0	door	Door to door operation ! 
I	N/A		I	0	door	Then we let the military sweep in , go door to door if necessary and clear these bastards out .
I	N/A		I	0	door	I 'm gon na press on , start going door to door .
I	N/A		I	0	door	Even if I have to go door to door .
I	N/A		I	0	door	They are searching door to door .
I	N/A		I	0	door	We go door to door .
I	N/A		I	0	door	But if we need to get more people , we could go door to door like I do with cookies .
I	I		I	0	door	I started selling Coca-Cola door to door .
I	N/A		I	0	door	We 're going door to door right now .
I	N/A		I	0	door	I spent all summer ... thank you ... going door to door and speaking at city council meetings and I should have just been a sandwich artist .
I	N/A		I	0	door	Listen , we 've gone door to door .
I	N/A		I	0	door	You 're the one who goes door to door every day asking people to make the most important decision of their lives .
I	N/A		I	0	door	At least you do n't have to go door to door no more .
I	N/A		I	0	door	They start going door to door knocking arbitrarily .
I	N/A		I	0	door	Am I to assume he went door to door ?
I	N/A		I	0	door	But an area just big enough that even if we were to go door to door , it could take us days to find her .
I	N/A		I	0	door	Oh , those are the people that go door to door and do the counting , right ?
I	N/A		I	0	door	HPD is going door to door trying to figure out which one it was .
I	N/A		I	0	door	I want each and every house on the entire hillside checked out , door to door .
I	N/A		I	0	door	I go door to door preaching the teachings of Our Lord and how they can bless our lives .
I	N/A		I	0	door	Do you really get many , um ... converts , going door to door ?
I	N/A		I	0	door	I went door to door .
I	N/A		I	0	door	Well , I exaggerated , these trucks do not go door to door , but generally set up on the street and operate like a type of temporary " fish market . "
I	N/A		I	0	door	We also went door to door contacting homes in the neighborhood of the fish markets and also to homes along the rivers that were part of the study .
I	N/A		I	0	door	When it came time for Saint John 's Church to raise funds to build a new church in 1930 , Sophie returned the generosity she had experienced by going door to door to ask for funds .
I	N/A		I	0	door	" Ciano went door to door to convince nurseries and landscapers in Bellmawr to purchase compost . "
I	N/A		I	0	door	As a result , the people conducting the surveys often traveled to perhaps five or ten cities and went door to door until they compiled a sample of sufficient size .
I	N/A		I	0	door	While publishing giants Lexis and Westlaw race for the Internet market , smaller firms tail close behind Back in the 1970s , when Bill Gates was a young Harvard student and Steve Jobs was clearing garage space for cathode ray tubes , a band of Ohio attorneys went door to door hawking what was then the latest in computer technology .
I	N/A		I	0	door	Similarly , in assuring Hank she is eating her food properly , she says , " with my mother out begging door to door and my father idle as a dog at the pound , it 's my daughterly duty to maximize the nutritive value of each food dollar " ( 163 ) .
I	N/A		I	0	door	Traditionally , poverty she faced as a result of having to raise an extra child by leaving the house a few days after delivery and going door to door begging for alms with the twins in her arms .
I	N/A		I	0	door	The mailman delivers information door to door .
I	N/A		I	0	door	In response , she went door to door in the neighborhood where she grew up , locating those who lived in the area during the fifties and sixties , and tracked them down to learn about their and their children 's health problems .
I	N/A		I	0	door	Houses still bear the spray-painted code of rescuers who went door to door in the weeks and months after the storm -- first to search for victims and later to determine whether structures were safe for residents to return .
I	N/A		I	0	door	We do have a county policy that students are not supposed to be out selling stuff door to door , but somebody always seems to be finding a way around it .
I	N/A		I	0	door	The Iranian government once controlled what people watched by conducting door to door searches for receivers .
I	N/A		I	0	door	We also expected them to voluntarily come and voluntarily join us , but when they did not , we went door to door to invite them .
I	N/A		I	0	door	During a recent reception in a neighborhood where she 's starting a new PACE project : pre-formatted table Often the initial assessment , in which the PACE coordinator learns about residents ' concerns , involves going door to door . 
I	N/A		I	0	door	In accordance with the PACE method , she conducted a survey , going door to door in the neighborhood .
I	N/A		I	0	door	Local authorities created a squad to go door to door inspecting premises and providing instructions and education to the public about preventing dengue ( 17 , 23 ) .
I	N/A		I	0	door	In urban areas on the East Coast , where immigrants lived door to door with other nationalities , ethnic heritage may have impacted their daily lives more than it did in the less diverse rural Midwest .
I	N/A		I	0	door	When she was a teenager , she and her brother went door to door for a Republican candidate for Congress .
F	F		F	0	dough	Roll or pat dough to dough in and press against sides .
I	B		I	0	downtown	The ability for trains to go downtown to downtown is a huge bonus I agree absolutely .
I	B		I	0	downtown	If you steer your rented Ford onto the New York State Thruway to I-490 , you can get downtown to downtown in little over an hour .
I	B		I	0	downtown	So the idea of a train that would run downtown to downtown at speeds of up to 200 miles an hour -- as explained in this state promotional video -- it 's suddenly sounding pretty competitive . 
I	B		I	0	downtown	The assumption that people will want to go where new high-speed train lines would go is a downtown to downtown , but downtowns have been losing their importance as job centers for decades .
J	J		J	0	dreamer	She touched his shoulder , a fleeting warmth , a moment , dreamer to dreamer .
I	I		I	0	drink	Addict II Athlete kept him among like-minded people , people who once had lived drink to drink and learned to subsist mile to mile .
J	J		J	0	driver	This is then a psychological problem between of peace and safety , hypermiling communities need to step up their practices in the area of driver to driver influences .
I	B		I	0	dt	Commuter rail is wonderful ( I use it daily ) , and dt to dt rail is wonderful .
I	I		I	0	dude	These needs differ , dude to dude and day to day .
J	J		J	0	dude	He nods briskly at me , dude to dude , a truce of a nod . 
J	J		J	0	dude	Trust me , I had my days of wanting to go ' dude to dude ' with the men in the room , and then it just hit me that that did n't work as well as being confident in myself as a woman and allowing that the producer of the upcoming film The Karate Kid ( starring her son , Jaden ) and the
J	B	I	I	0	dugout	In 2015 , Major League Baseball recommended teams extend their netting , dugout to dugout , and all thirty teams did so by 2018 .
F	F		F	0	e	So I then decided to do , it 's called an E to E course , Education to Employment , to do hairdressing again after I 'd moved .
I	J	F	F	0	each	Hild spoke each to each .
I	N/A	I	I	0	ear	Two hours later and I am smiling ear to ear .
I	B	I	I	0	ear	It is a Pit Bull on wheels it will do things and go places larger tractors will not and that is a real plus all the while sporting an ear to ear grin , while saddled up upon it .
I	N/A		I	0	ear	It 's hard not to love Bill Walton , grinning ear to ear , riffing on the team 's enthusiasm : " Freedom !
I	N/A		I	0	ear	When he finished playing , he was grinning ear to ear , the audience gave a grand round of applause and you could just see how proud Jeffrey was of himself !
I	B		I	0	ear	Her reaction was priceless , with her smile beaming ear to ear , and it certainly made the effort ...
I	N/A		I	0	ear	They put up their first tent together and I have a picture of the two of them , ear to ear grins ( with the typical missing front tooth gap of a 7 year old ) , with their arms around each others ' shoulders , so proud of their lopsided tent .
I	B		I	0	ear	Brain surgery that left an ear to ear scar ( like a headband ) across my head .
I	B		I	0	ear	no one smiles , not even at the fair , BBQ 's , or dances .. except one photo ( the one with 3 men at Fort Knox .. ) grinning ear to ear .
I	B		I	0	ear	He was smiling ear to ear .
I	N/A		I	0	ear	The kids , squealing , scrambled up rafters of the old Tennessee barn , frightening the chickens and chasing the piglets while Charlie grinned ear to ear .
I	N/A		I	0	ear	The blast of sun in the window turned Bernardo 's broad , spotted forehead as silvery as his hair , and Esteban reflected that he really did look like some benignly crazed old wolf : his chin was angular , and his lips looked as if they reached ear to ear , two long , thin , contented-looking seams .
I	B		I	0	ear	But the next time she came to check on my mother , she entered very quietly , no thunderous footfalls ; she was grinning ear to ear , seemed very self-satisfied , grinned so long my mother could not help but grin herself .
I	N/A		I	0	ear	Fred smiles ear to ear .
I	B		I	0	ear	The song ends , the curtain comes up , and Fred is smiling ear to ear .
I	N/A		I	0	ear	FRED smiles ear to ear .
J	N/A		J	0	ear	Andrew leaned closer to the forward-thrusting simian heads , touching ear to ear , the convex , pupilless stone ball eyes , the wide incised smiles .
I	N/A		I	0	ear	Jake smiles ear to ear , like the happy newlywed he 's pretending to be .
I	N/A		I	0	ear	Beneath the photo of a balding man holding a newborn baby , the grin on his face ear to ear 
I	N/A		I	0	ear	When her fan car arrived at the port facility , the human attendant was grinning ear to ear .
I	N/A		I	0	ear	SKINNER picks up the trap/cage , grinning ear to ear .
I	B		I	0	ear	Howard Stark , grinning ear to ear , was standing in the Oval Office .
I	N/A		I	0	ear	He was grinning ear to ear , deeply entertained by my confusion . 
I	N/A		I	0	ear	He was suddenly grinning ear to ear , optimistic , full of hope , and absolutely convinced he could fix what was broken .
I	B		I	0	ear	He shakes his head , smiles ear to ear . 
I	B		I	0	ear	Another knock and the door opened : her grandmother , smiling ear to ear , tears already in her eyes .
I	N/A		I	0	ear	I asked , now grinning ear to ear .
I	B		I	0	ear	Then , grinning ear to ear , he asked the band to strike up his theme song , urgency to Clinton 's mission of proving , as president , that he indeed is a " different kind of Democrat . "
J	J		J	0	ear	Low on its wedge-shaped face , a row ear to ear .
J	N/A		J	0	ear	Susan is shouting and hugging her daughter . ear to ear .
I	N/A		I	0	ear	Anul , grinning ear to ear , pulls up and shouts to me over the roar of his engine .
I	N/A		I	0	ear	I find Gaillard kneeling in the snow , pumping the stove , his furred red face grinning ear to ear .
I	N/A		I	0	ear	And I look back at Ken , and he 's kneeling on the seat with the steering wheel in his hand , smiling ear to ear .
J	J		J	0	ear	Lay the 32-inch pine board flat , ear to ear , as shown .
I	N/A		I	0	ear	A young German engineer , grinning ear to ear , has just completed a five-day ascent of El Cap .
I	N/A		I	0	ear	Newt grinned ear to ear .
I	N/A		I	0	ear	It was the best night of my life ! " Hebert said emphatically , grinning ear to ear . "
I	N/A		I	0	ear	I had one person ring my doorbell one night , and I came out and this guy was just grinning ear to ear , and he was pointing .
I	N/A		I	0	ear	After the verdict , one of the attorneys was smiling ear to ear and heard saying " Wow " in the hallways , according to one of our reporters inside the courthouse .
I	N/A		I	0	ear	Jamie was smiling ear to ear .
I	N/A		I	0	ear	Jamie when she is home is smiling ear to ear ; she loves the ability to express herself around the house .
I	B		I	0	ear	I know she 'll be grinning ear to ear .
I	N/A		I	0	ear	As Mark turns to walk off the cameras pan to Bridget 's ear to ear grin .
I	N/A		I	0	ear	As the U.S. national anthem began to play , Team Moseley placed their hands over their hearts and belted out the words , and Moseley , who 's a Tom Cruise lookalike if there ever was one , beamed ear to ear . 
I	B		I	0	ear	Reuben , grinning ear to ear , ducked his head .
I	N/A		I	0	ear	She grins ear to ear , caught up in the energy of the music and her supportive audience .
J	B		J	0	ear	He was grinning ear to ear .
J	B		J	0	ear	We 're on the way home , and Braden is smiling ear to ear . 
I	N/A		I	0	ear	There 's nothing short about it , but the British folk singer followed up her 2013 concept album with a sampler pack of eclectic , idiosyncratic diary entries that would make Joni Mitchell smile ear to ear .
I	I	I	I	0	earthquake	Is there a number where you say that was an 8.5 we better watch out or is it earthquake to earthquake specific ?
J	B	I	I	0	edge	Internet Explorer is designed to dedicate your entire screen , edge to edge , to your websites .
J	B	I	I	0	edge	The ability to have a kde3-desktop-like edge to edge view ( ie ; no chrome ) where I can position FILE and FOLDER icons anywhere within that view , folders on the left , documents on the right , program launchers along the top , whatever , *AS WELL AS* plasmoids in a different desktop view . 
J	B	I	I	0	edge	Edge to edge , floor to ceiling , the lines cover the walls until the shapes of the New World wrap them round .
J	B	I	I	0	edge	Strong edge to edge and front to back when skied just below race levels , " said Chris Meyer .
J	I	I	I	0	edge	Quick edge to edge and super for learning to bump .
F	F		F	0	editorial	If I 'm not mistaken , the Wall Street Journal ran editorial to editorial of the -- you ca n't call it a small favor or news allied .
F	F		F	0	education	The inclusion of the arts as one of the basic subjects in the national education goals added considerable visibility to the importance of arts education to education generally and to the relevance of arts education to the economy of the next century .
J	F	F	F	0	eight	He 's seen LPSO pairs matched eight to eight .
J	J		J	0	elbow	what Leo assumed would be the kitchen , back behind that mossy-looking door , was too cramped for more than two cooks or three at the very most , who would be elbow to elbow , knife handles knocking over each other 's prep dishes .
I	I		I	0	election	So far , I do n't see the Dept. of Justice actually being able to do the job , election to election , with so many different enacted states laws and changes that occur right before elections .
I	I		I	0	election	Then it 's a match of two people , their ideas and their ability to articulate them election to election and place to place .
I	I		I	0	election	I 've said it often as many have here , until we get honest reporting , this bull hockey is going to continue , election to election .
F	J	J	J	0	element	Element to element . Damp and sticky with marsh water , the girls held their hands up to the fire to warm .
F	F		F	0	emissions	This makes it difficult to compare the effects of local emissions to emissions like greenhouse Freelancers : How to Deal With Insecurities
F	I	I	I	0	empire	Occasionally Europeans will invoke Hamilton or Jefferson in discussing the power of the states in effecting E.U. policy , but the the E.U. and U.S. in a comparative sense , it is important to remember : Empire to empire and development stage to development stage .
I	I		I	0	employer	In a nearly $14 trillion economy , economists ca n't go employer to employer counting new hires .
F	B	I	I	0	end	Only an end to end system can justify the result or expose the errors .
J	B	I	I	0	end	He navigated the lair end to end , doorway to doorway , testing himself , feeling his way through his weak ness .
J	J		J	0	end	Jesus , the arch-enemies , offset , end to end , nether to nether , like a what ?
J	B	I?	I	0	end	But I used to go with this girl , and she and me we 've done it in every to the Plaza , end to end and everything in between .
J	J		J	0	end	She carried the plate to the table , which was actually two tables placed end to end , covered with a pair of red and green tablecloths .
J	B	I	I	0	end	Pieces had been removed , probably for firewood , leaving only a thin strip running end to end , attached with bolts to the floor . 
J	B	I	I	0	end	No one has asked give me a strategy to deal with this problem that 's end to end that touches all elements of our society , not only national security or commercial , economic interests , or the banking system , an end-to-end strategy .
J	B	I	I	0	end	To be honest , the solution to this problem is not legal ( make better laws that forbid such snooping ) , but providing proper end to end encryption ( meaning , store the emails themselves encrypted ) so such snooping simply can not happen again .
J	J		J	0	end	The modules can be placed side by side , end to end or stacked atop each other depending .
J	J		J	0	end	Empty gasoline drums , laid end to end and welded , provided culverts for roads and drainage . 
J	B	I	I	0	end	The first person to walk the trail end to end was Jim Staudacher , a student then , in 1979 .
J	J		J	0	end	The lines were laid out end to end and left in the same place during the entire season .
J	J		J	0	end	There is no way of knowing exactly what the aqueducts across the Xiquila tributaries looked like , but they were probably nothing more than split and hollowed-out logs connected end to end and supported by some type of wooden trestle ( Bribiesca Castrejon 1958 , 71 ) .
J	J		J	0	end	If we continue to string together hundreds or thousands of these sugar molecules , end to end , connected with chemical bonds , we can get cotton - or even a redwood tree . 
J	B	I	I	0	end	To standardize the counting , ovaries were scanned end to end and positions of antral follicles were drawn on ovarian map .
J	J		J	0	engine	They had engine to engine fire issues . 
J	J		J	0	engine	The high-bypass engine features a fan at its front that is made much larger than in older jets so air is pulled around the engine to engine housing is larger , and the engine is attached closer to the wing than on many smaller jets .
J	F	F	F	0	environment	Migrating waterfowl visibly link environment to environment across national and local boundaries .
I	I		I	0	episode	Episode to episode , season to season , series to series , Star Trek is one of the priciest shows I 've ever seen on DVD.
I	I		I	0	episode	But over the course of each season -- and sometimes episode to episode -- that map changes , clueing viewers in to new locations and upcoming plot twists .
I	I		I	0	episode	" ? on Flux " , though no real time is indicated , and the setup itself seems to change episode to episode .
J	J		J	0	epub	If the book is currently an epub just do an epub to epub conversion .
I	I		I	0	event	He 's been a tireless advocate for the President out , event to event .
F	F		F	0	everybody	services " that may someday connect everybody to everybody else -- like the phone system does today , but without those constricting telephone wires .
F	F		F	0	everybody	John Zeglis , CEO of AT &T; Wireless , says , " Before this , everybody could recite the elevator speech about how we connected everybody to everybody else .
F	F		F	0	everyone	He introduced himself and then everyone to everyone .
J	F	F	F	0	everyone	This reality of the relatedness of everyone to everyone else and to the cosmic order further implies that black Africa , in principle and in fact , rejects the Cartesian cogito ergo sum in favor of cognatus sum , ergo summus ( I am known , therefore Bujo , the slogan cognatus sum , ergo summus enshrines the conviction
F	F		F	0	everything	" Indeed , " he said , " it is coincidence that connects everything to everything else . " 
F	F		F	0	everything	Oh , shut up . * Ms. TOMLIN : There 's some kind of cosmic crazy-glue connecting everything to everything .
F	F		F	0	evidence	Let me ask you on the evidence situation and let 's say that I agree with you that maybe the trial judge was in error with respect to just limiting the evidence to evidence of guilt .
F	F		F	0	exceptions	We do n't want to be seen as exceptions to exceptions - there are a lot of disabled people out there doing really great things . 
J	N/A		J	0	eye	Rappers and their A &R's; have n't always seen eye to eye .
J	J		J	0	eye	There are many things that I do n't see eye to eye with my grandmother , yet there is no better role model than her when it comes to her principles regarding women 's independence .
J	N/A		J	0	eye	emcee with ovaries Got a bite on the mic like the likes of ol ' Lauryn Hip-hop , score got ta settle it 's the flip flop Back to when cats rolled Lexus like wrist watch Elbow out the door , bumpin ' Nas ' til the speaks pop Could n't see me eye to eye , keep pumpin ' your Reeboks Rattle rear views , clear view , I do n't fear you or you You keep an ear to the streets , too , to hear true I been in the another baby of the 80 's Katy Perry , I grew up on
J	N/A		J	0	eye	We will never see eye to eye on this so I guess our votes will just have to cancel out .
J	N/A		J	0	eye	In 2009 , the two did n't really see eye to eye during MSR .
J	N/A		J	0	eye	Instead , I just get sad and we agree not to talk politics , most of the time , and acknowledge that we will *not* see eye to eye on the subject .
J	N/A		J	0	eye	We all are such dynamic people , with fully formed views on both pervasive and granular issues that a chasm could potentially exist with respect to any issue , even if we believe that we 're eye to eye in principle .
J	N/A		J	0	eye	The Tyrese of the comic is a powerful friend and ally of Rick 's , even though they do n't always see eye to eye -- sometimes with painful results .
J	N/A		J	0	eye	I see eye to eye with a lot of your comments here , though I have to admit I 'm no longer very good at remembering a film 's aspect ratio , if I ever was .
J	N/A		J	0	eye	As with so many young men , Tavian often failed to see eye to eye with his father .
J	N/A		J	0	eye	To be sure , the great figures of the deformation of Catholic theology -- Rahner , de Lubac , Congar , Schillebeeckx , etc. -- did n't see eye to eye on everything .
J	N/A		J	0	eye	But a lot of people , especially colleges students , who are still unsure of themselves and their surrounds , wo n't see eye to eye with guys like us .
J	N/A		J	0	eye	Kym and I do n't see eye to eye on many issues , but I am always grateful when she posts about things like this .
J	N/A		J	0	eye	The school will have another dance and it will be for free , but it still When the exciting invitation came through to jet across the world like diamonds in the sky -- eye to eye , no less -- with Rihanna on her mile-high 777
J	N/A		J	0	eye	He seemed like a great it , knowing what I came to know later , I do n't even know why he would have been at B'nai Jehudah as I do n't think he and Zedek saw eye to eye on many things .
J	N/A		J	0	eye	Maybe that 's where we do n't see eye to eye .
J	N/A		J	0	eye	Arpaio and the president do n't see eye to eye on much -- the Maricopa County sheriff is a hardline opponent of comprehensive immigration reform , while Obama has said he plans to make reform , including pathways to citizenship , a top priority during his second term .
J	N/A		J	0	eye	They destroy the lives of those who do not see eye to eye with them either by lawsuit , or by inclusion in their publications .
J	N/A		J	0	eye	the characters to really warrant something like that story working and you continue down the kind of bad path that was set up for Iron Man and Cap in the first and instead of best friends becoming enemies i guess you could do the destined hero mashup between two heroes that never saw eye to eye but the pay off at the end wouldnt feel the same .
J	N/A		J	0	eye	Possibly Cadsuane - one of the most divisive characters - could be instrumental in helping Egwene and Rand see eye to eye .
