Orig Label	Perturbation	Kat	Wes	GOLD	Subtype	Perturbation.1	N1	Sentence Raw Text
I	4	I			I	0	door	"When the Botshabelo comrades organized a rally and march last fall , they went to door "" letting people know of the necessity of their presence at the march , "" as Matutle put it ."
I	4	I			I	0	door	His sales career began in Sweden , where he first hawked appliances to door and then began selling Swedish translations of English college textbooks .
I	4	I			I	0	door	If you were to go into Washington , D.C. , and go to door and ask the black folks if they , South Carolina or whatever - I 'd bet you 90% would say yes . 
I	4	I			I	0	door	Often , usually once a week , they shut off the lights and air conditioners as Iraqi soldiers walked to door and knocked . 
I	4	I			I	0	door	Paula sells tortillas to door three days a week .
I	4	I			I	0	door	Each week , networks of young free-marketeers deliver to door the latest , usually pirated , videocassettes , tucked furtively under newspapers . 
I	4	I			I	0	door	Police went to door in hopes of learning whereabouts of Sandra Astorga , 9 , missing since Friday .
I	4	I			I	0	door	Christman sold Avon goods to door for 46 years until arthritis forced her to operate out of her home , Avon manager Jerene Nelson said .
I	4	I	I	I	I	0	door	When he campaigned to door in a bid to become mayor of San Diego in 1984 , Carlson not only asked voters for their support but also if they had canes to sell .
I	4	I			I	0	door	We used to go to door with crews of carriers , but safety reasons dictate we ca n't have kids going around in that manner anymore .
I	4	I			I	0	door	It 's 80 percent the same - to door to door , you 'll find people who are on some kind of welfare . 
I	4	I			I	0	door	Earlier this week , U.S. observer groups went to door in one Mexico City neighborhood .
I	4	I			I	0	door	Now , he works at Sugiyama Shoji , a small apparel company , where he travels to door , drumming up sales of men 's socks and T-shirts . 
I	4	I			I	0	door	"At the start of the campaign that year , we had talked about how in New Hampshire Pat was going to have to do some retail politicking -- going to door , "" said conservative activist Brent Bozell , who was Buchanan 's finance director that year . "
I	4	I			I	0	door	 Would you go to door ?  
I	4	I			I	0	door	The only losers will be utility workers who go to door reading traditional meters each month .
I	4	I			I	0	door	Back home in Macedonia he sold insurance to door for a time , then served in the army with the 19th Infantry Regiment .
I	4	I			I	0	door	State labor investigators say their biggest challenge now is cracking down on unscrupulous employers who hire inner-city kids to sell candy or flowers to door in the suburbs , putting them at risk of abandonment or abuse .
I	4	I			I	0	door	Finally he took a job selling cookies , to door , almost like a Girl Scout , he said over a dinner meeting during a recent visit to Houston .
I	4	I			I	0	door	They need special services to take them to door .
I	4	I			I	0	door	They posted travel routes and shelters on the Internet , informed the public through the media and sent emergency personnel to door . 
I	4	I	I	I	I	0	door	Fans actually went out and sold tickets to door to keep the team there .
I	4	I			I	0	door	They may not be heirs to a political dynasty or flush with campaign cash , but these candidates are mounting respectable campaigns with a network of friends ready to go to door , and with youthful energy .
I	4	I			I	0	door	Police and fire officials went to door urging people to leave .
I	4	I			I	0	door	Going to door costs taxpayers up to eight times more than when people simply fill out and return the forms , which is why the Census spent $ 167 million neighborhoods at Western 's poles 
I	4	I	I	I	I	0	door	In the meantime , volunteers with Greenaction and the Midway Residents for Environmental Justice are going to door asking residents to document their ailments .
I	4	I			I	0	door	I ca n't go to door and say , ' I 'm sorry . '
I	4	I			I	0	door	He began selling Encyclopedia Britannica to door in the gritty summer heat of Atlanta .
I	4	I			I	0	door	Several Travelers were arrested a few years ago over a scam in which a Traveler wore a white lab coat and a stethoscope and went to door in rural South Carolina , telling old folks he was there to examine them for an increase in their Social Security benefits .
I	4	I			I	0	door	They basically would go to door seeking home improvement work 
I	4	I			I	0	door	white lab coat and a stethoscope and went to door in rural South Carolina , telling old folks he was there to examine them for an increase in their Social Security benefits .
I	4	I			I	0	door	"They basically would go to door seeking home improvement work , saying , ' Hey , I was working down the street and noticed your chimney needs some work and I 'd be willing to do it for this wonderful price , ' "" says Tom Bartholomy , president of the Better Business Bureau in Charlotte"
I	4	I			I	0	door	"She 's as direct as FedEx -- she just goes to door , "" one White House official said ."
I	4	I			I	0	door	Even religious missionaries have caught on -- Ohlone College student Alexis Miller once spotted white Mormons going to door wearing badges written in Chinese .
I	4	I			I	0	door	Traveling and Proselytizing Generally , though , Tabligh missions are small -- a few heavily bearded men , carrying sleeping , give lectures and go to door calling Muslims to prayer .
I	4	I			I	0	door	The federation has also sent dozens of members out to ring a member of the Hotel Employees and Restaurant Employees International Union , went to door in a Hispanic neighborhood just west of downtown Los Angeles one evening this week .
I	4	I			I	0	door	Going to door , looking for the ezzis Nailing down the timing is easy .
I	4	I			I	0	door	Well , I 'm going to do exactly what I said I was going to do , too : go to door to defeat a liar .
I	4	I			I	0	door	His older brother was out on his bicycle , selling used clothes to door . 
I	4	I			I	0	door	For the next 10 weeks , Daschle and Thune will scour the prairies , going to door DeWalds and Ethel DeWalds who will have a huge impact 1,200 miles away in Washington for the next six years .
I	4	I			I	0	door	"This is how I 've always run my campaigns : targeting voters and going to door , "" Squires said . "
I	4	I			I	0	door	In a building of that size and vintage , which is not sprinklered and without an emergency communication system , firefighters going to door to alert residents and help them to evacuate is absolutely necessary .
I	4	I			I	0	door	Granado was among those who ran to door that day , warning everyone to flee , as hazardous-materials crews arrived and police cordoned off their neighborhood .
I	4	I			I	0	door	In delivering to high-rise buildings , carriers would not go to door but would leave the medicine and printed directions in residents ' mailboxes .
I	4	I			I	0	door	"Dr. Khuzai recently went to door looking for supporters in an Iraqi neighborhood in Amman , , "" she said ."
I	4	I			I	0	door	This shoe-leather epidemiology -- finding every case , tracing every contact , going to door , day after day -- is the backbone of the efforts here . 
I	4	I			I	0	door	They went to door to raise money for a lawyer , and 16 years later , their case finally reached the U.S. Supreme Court .
I	4	I			I	0	door	When two poultry farms in Texas became infected last year with a low-pathogenic avian flu , Texas officials went to door to check for backyard poultry flocks .
I	4	I	I	I	I	0	door	Boats went by , but searchers could n't go to door until the neighborhood was pumped out nearly two weeks after the storm . 
I	4	I			I	0	door	Jerusalem -- Starting Monday , Israeli soldiers and police will go to door in the Jewish settlements of the Gaza Strip and warn residents that unless they vacate their homes in 48 hours , they will be evicted .
I	4	I			I	0	door	The Nazi tanks were soon rolling shot by Nazi soldiers going to door or rounding them up into ghettos .
I	4	I			I	0	door	In recent weeks , police officers in the Memorial area have issued tickets to environmental advocates , who , going to door , walked on the wrong side of the street .
I	4	I			I	0	door	Groups should have the right to talk to people to door about politics , religion or whatever .
I	4	I			I	0	door	Individuals going to door asking for money without a permit can receive a fine up to $ 500 , says Missouri City Attorney Mary Ann Powell .
I	4	I			I	0	door	This stuff of people going to door is people forcing their ideas on other people . 
I	4	I			I	0	door	 KNOCKING NOT ALLOWED Missouri City 's peddler-and-solicitors ordinance requiring groups to obtain a permit before going to door defines nonprofit purposes and causes as :  A purpose or cause not created , existing or espoused for the generation of a profit or the remuneration of individuals , including , but not limited to , the religious or charitable solicitation of contributions , seeking political support or contributions
I	4	I			I	0	door	"He took off for Los Angeles and went to door "" being nobody . """
I	4	I			I	0	door	Ohio , where she went to door in 1995 , trolling for subscribers for the venture originally called Columbus Neighbors .
I	4	I			I	0	door	The police department 's Quality of Life unit also went to door in the neighborhood , noting code violations at each address .
I	4	I			I	0	door	As she talked to more natural foods people and learned more , she started selling vitamins to door .
I	4	I			I	0	door	Going to door , she raised about $200 and still wants to organize a benefit concert there featuring local bands .
I	4	I			I	0	door	"His someone else was the late Alonzo Parks , "" one went to door and bar to bar , painting walls , mirrors , vestibules , and screens for the price of a drink . "" "
I	4	I			I	0	door	Total elapsed time , to door : Less than 10 minutes .
I	4	I			I	0	door	A native of Atlanta , Wills was born in 1934 , when his parents were still in high school , and he moved throughout the Midwest as his father looked for work , at times going to door to sell the bread Wills ' grandmother baked .
I	4	I	I	I	I	0	door	Charles Nash , who has redeveloped three Denver Public Schools properties - including Stevens , which he transformed into a 23-unit condo project - said community buy-in is so important that he goes to door seeking feedback . 
I	4	I			I	0	door	Still , she says that nonviolent resistance , along with grassroots efforts such as going to door , will do the most to change attitudes toward gay marriage . 
I	4	I			I	0	door	 Last year , the first time I started going to door campaigning for a Republican presidential hopeful and getting doors slammed in my face I thought ,  This is so awful .
I	4	I			I	0	door	I became Point , the worst housing project in Boston , and volunteered in the first and only political campaign of my life -- going to door for George McGovern.
I	4	I			I	0	door	In one dreadful year , this dusty city in the heart of the most productive agricultural region in the nation has become a desperate place where mothers wash disposable diapers for reuse , children are sleeping in cars , and the unemployed trudge to door to beg for food . 
I	4	I			I	0	door	It spoke to an era of traveling men , but they traveled by rail , salesmen going to door . 
I	4	I			I	0	door	"If he wants people to go to door , if he wants people to talk favorably over the back fence , he ca n't be silent about these issues , "" said Del ."
I	4	I			I	0	door	In Gongor 's plan , one resident in each savings group goes to door each day to collect the money .
I	4	I	I		I	0	door	It 's the most important election I 've ever fought and the one I feel most passionate about , ' Ms. Hodge said as she campaigned to door last weekend . 
I	4	I			I	0	door	"You never reach everyone because some people choose not to engage , "" she says , noting that VANOC representatives had in some cases gone to door to talk with owners . "
I	4	I			I	0	door	Kadhim is a third-generation date-palm gardener , one of a dwindling number in Iraq 's capital , he said , because most consider it too dangerous to go to door in a place where sectarian cleansing has dramatically altered the city 's demographics.
I	4	I			I	0	door	In the beginning it was very tough , ' Ms. Griffin said as she went to door , talking to laid-off workers , cranky retirees , homeowners nervous about the future . 
I	4	I			I	0	door	"Yee - grass roots , to door , phones , all that stuff - entirely in his Senate district , San Mateo County and San Francisco , "" he said . "
I	4	I			I	0	door	During her 2006 deployment , she went to door with another female Marine in Al Qaim , near the Syrian border , to talk to Iraqi women . 
I	4	I			I	0	door	The rest of the campaigning has to be done at the grassroots levels , in meetings and by going to door .
I	4	I			I	0	door	There are so many fun things to do for Halloween that have getting dressed up and going to door , and family time .
I	4	I			I	0	door	"It also started the "" Reclaim Your Future "" program , which sent school employees and community volunteers to door to persuade dropouts to return to school ."
I	4	I			I	0	door	She even printed placards -- complete with a photograph of herself above a list of platform positions -- that she handed out to door and on street corners . 
I	4	I			I	0	door	Two females were seen going to door earlier in the day selling books .
I	4	I			I	0	door	"We 're not going to go to door anymore , "" said a television reporter who spoke on the condition of anonymity because his station would not authorize him to speak publicly ."
I	4	I			I	0	door	The elder Carter canvassed to door with his grandson days before the 2010 election , and he 's popular among many Georgia Democrats .
I	4	I			I	0	door	San Bernardino County Sheriff John McMahon said 125 officers were going to door and attempting to track Dorner , and that a SWAT team was providing added security to those in the community . 
I	4	I			I	0	door	"He could be anywhere at this point , and that 's why we 're searching to door , "" McMahon said , adding that the manhunt would continue "" as long as we can . "
I	4	I			I	0	door	Firefighters and emergency personnel went to door to notify residents of the voluntary evacuation .
I	4	I			I	0	door	They 'll go to meetings , go to door 'll all show up and do whatever they can to get that person elected . 
I	4	I			I	0	door	The pro-government militia Mabanese Defense Force reportedly went to door to humanitarian office compounds , asking if there were any staff of the Nuer tribe , the same group of the rebel leader Riek Machar .
I	4	I			I	0	door	As with earlier campaigns , the ANC is planning to send people to door , and church to church , to rally its supporters .
I	4	I			I	0	door	"A couple who went to door selling "" pizza kits "" supposedly to raise money for their young daughter 's ballet lessons really used the money to buy drugs , police say ."
I	4	I			I	0	door	This is to door .
I	4	I			I	0	door	The district also is going to door targeting families with children who qualify for free Pre-K .
I	4	I			I	0	door	I sold frozen meat to door .
I	4	I			I	0	door	In the weeks running up to the vote , two industry financed groups , Coloradans for Responsible Energy and Protect Colorado , launched to door canvassing operations in Erie lobbying against the moratorium .
I	4	I			I	0	door	Ten miles for two bucks ; just kick back and enjoy to door service with no parking hassles .
I	4	I			I	0	door	Disabled customers will enjoy on call , to door service in specialized vehicles .
I	4	I			I	0	door	Father Charron has gone to door in Carnegie to introduce himself to neighbors .
I	4	I			I	0	door	With no background in agriculture , they began by going to door to gauge the community 's interest in an urban gardening effort .
I	4	I			I	0	door	Fifty minutes to door by bus , compared with 15 by car ?
I	4	I			I	0	door	The National Guard is going to door , passing out bottles of water safe to drink .
I	4	I			I	0	door	On Saturday morning , we canvassed the neighborhood , to door .
I	4	I			I	0	door	Chicago police officers canvassed the block , going to door , trying to find someone who knew the woman or was a relative .
I	4	I			I	0	door	A Colorado Task Force 1 Urban Search and Rescue team spent 11 days in the Beaumont , Texas , area helping set up an evacuation center and going to door to check on stranded residents after Hurricane Harvey .
I	4	I			I	0	door	The Colorado Task in the Beaumont area , helping set up an evacuation center and going to door by boat to check on residents after Hurricane Harvey 's deluge .
I	4	I			I	0	door	After about 24 hours at the evacuation point , the team spent days going to door in flooded neighborhoods . 
I	4	I			I	0	door	"Jeff Essman of Billings this week warned Republicans that Democrats have an "" inherent advantage "" in mail-only elections "" due to their ability to organize large numbers of unpaid college students and members of public employee unions to gather ballots by going to door . "
I	4	I			I	0	door	"Failure to comply with a mandatory evacuation is a misdemeanor , but Caldwell said "" there 's no plan to go to door to force people to comply . "
I	4	I			I	0	door	The success of Ward 's creation was driven , in part , by a more efficient postal service that had started delivering packages to door .
I	4	I			I	0	door	She says fire and police officials were going to door in the affected neighborhoods Sunday morning to make sure people are aware .
I	4	I			I	0	door	Go to door , ask if anybody saw Auster kill the patient ? 
I	4	I			I	0	door	sncc went to door and farm to farm , explaining to first-time voters the rules for taking part in the lowndes county primary .
I	4	I			I	0	door	He sold those greeting cards to door .
I	4	I			I	0	door	I 've been going to door lookin ' for fire hazards .
I	4	I			I	0	door	Who got all the volunteers to go to door to collect money .
I	4	I			I	0	door	Police have blocked off a 12 block section of the downtown area and are searching to door ...
I	4	I			I	0	door	I 'm sorry I could n't get to the doctor 's today , but if I do n't upload these figures , I 'll be selling to door .
I	4	I			I	0	door	- Ask Herb to get you a mattress . - I 'm not to door .
I	4	I			I	0	door	The foreigners are searching to door ... and kill on sight .
I	4	I			I	0	door	to door sugar ?
I	4	I			I	0	door	I 'm going to door and asking people ... for information regarding jenny tyler , the missing girl .
I	4	I			I	0	door	Unless you plan to go to door ...
I	4	I			I	0	door	I ca n't walk I 'll drive you to door .
I	4	I			I	0	door	I 'll stop going to door , bothering people at their homes .
I	4	I			I	0	door	I 've been going to door , and I sold five of these town .
I	4	I			I	0	door	Candy to door ..
I	4	I			I	0	door	An army of men in wool pants running through the neighborhood handing out pottery catalogs , to door .
I	4	I			I	0	door	I told her I 'm out seIIin ' lawn furniture to door . 
I	4	I			I	0	door	We , why do n't we recruit them as volunteers and then send them to door , and they can meet new people ?
I	4	I			I	0	door	Since we have n't been able to find anything good for the homeless yet , I 've been thinking we should go to door for clothing donations .
I	4	I			I	0	door	Come on , to door .
I	4	I			I	0	door	No forensics , no to door , no witnesses of any kind .
I	4	I			I	0	door	You agreed to sell Girl Scout cookies to door .
I	4	I			I	0	door	T each me that ' to door ' trick . too . ' to door ' ?
I	4	I			I	0	door	Or youII be selling Tinkle Pads to door , A heart attack , I can't believe it ,
I	4	I			I	0	door	Most people thought he sold vacuum cleaners to door .
I	4	I			I	0	door	I sell Persian rugs to door .
I	4	I			I	0	door	Yeah , I 'm going around to door looking for my lost cat .
I	4	I			I	0	door	Law enforcement personnel of all miami-dade county agencies are going to door ...
I	4	I			I	0	door	We 'll go to door .
I	4	I			I	0	door	You 're panicking on the phone in a locked house ... because the neighbors are going to door ... to set up a ridiculous 7-foot tall snowman !
I	4	I	I		I	0	door	Back when Daddy and I sold the good book to door , the grand slam of sales ... 
I	4	I			I	0	door	Let me go to door and make sure every townsman looks under his house , Taylor .
I	4	I			I	0	door	We go to door and give out free copies ?
I	4	I			I	0	door	You show up at the Sierra Club and you say I want to help and they say , great , go to door and try to raise money for us .
I	4	I			I	0	door	It takes manpower , people walking to door .
I	4	I			I	0	door	We can canvas the neighborhood , go to door .
I	4	I			I	0	door	You know , take it to door see if anybody recognizes him Ya 'll show some respect , right now And you !
I	4	I			I	0	door	I took them out once when that congressman was going to door but , he just clogged up our toilet and left .
I	4	I			I	0	door	I 'm not gon na spend the rest of my life going to door , selling musical car horns . 
I	4	I			I	0	door	A to door search is being coordinated by the members of the Crimes Against Children unit .
I	4	I			I	0	door	to door , that is less than 50 yards .
I	4	I			I	0	door	Well , I hate to break this to you , but if you 're going to door , you may have picked the wrong door .
I	4	I			I	0	door	And I am gon na go to door in your neighborhood and find someone who will testify to that .
I	4	I			I	0	door	You want to go to door ?
I	4	I			I	0	door	Go to door .
I	4	I			I	0	door	Southside to door got me nothing but blank stares .
I	4	I			I	0	door	Go to door if you must , but find that alien .
I	4	I			I	0	door	Maybe I heard of a couple of white dudes ... - Selling to door . 
I	4	I			I	0	door	They gave us these boxes of candy to sell to door .
I	4	I			I	0	door	Until we got angry phone calls that he was going to door Offering free fiber-optic need his information .
I	4	I			I	0	door	No , patrol 's still just going to door talking to all of her school friends .
I	4	I			I	0	door	I 'm going to go through Yonkers , to door and take the city that way .
I	4	I			I	0	door	The police are now going to door . 
I	4	I			I	0	door	I equipped it with all sort of brill vacuum cleaners to door .
I	4	I			I	0	door	Uh , Michael , let 's just say what I used to be able to do on the phones , probably served better in this economy going to door .
I	4	I			I	0	door	So , we 've got perimeters set up , we got Metro going to door .
I	4	I			I	0	door	If the customers wo n't come to us , we got ta go to them , to door .
I	4	I			I	0	door	A plan like going to door and having everyone in town laugh in our faces ?
I	4	I			I	0	door	I was thinking more of a to door approach .
I	4	I			I	0	door	to door - Seriously , we 're close .
I	4	I			I	0	door	We need to roll up our sleeves , we need to go to door , we need to hand out fliers , and canvass .
I	4	I			I	0	door	I just thought if you knew it was n't actual raiders , you would have had your soldiers going to door , busting the whole town up .
I	4	I			I	0	door	to door operation ! 
I	4	I			I	0	door	Then we let the military sweep in , go to door if necessary and clear these bastards out .
I	4	I			I	0	door	I 'm gon na press on , start going to door .
I	4	I			I	0	door	Even if I have to go to door .
I	4	I			I	0	door	They are searching to door .
I	4	I			I	0	door	We go to door .
I	4	I			I	0	door	But if we need to get more people , we could go to door like I do with cookies .
I	4	I	I		I	0	door	I started selling Coca-Cola to door .
I	4	I			I	0	door	We 're going to door right now .
I	4	I			I	0	door	I spent all summer ... thank you ... going to door and speaking at city council meetings and I should have just been a sandwich artist .
I	4	I			I	0	door	Listen , we 've gone to door .
I	4	I			I	0	door	You 're the one who goes to door every day asking people to make the most important decision of their lives .
I	4	I			I	0	door	At least you do n't have to go to door no more .
I	4	I			I	0	door	They start going to door knocking arbitrarily .
I	4	I			I	0	door	Am I to assume he went to door ?
I	4	I			I	0	door	But an area just big enough that even if we were to go to door , it could take us days to find her .
I	4	I			I	0	door	Oh , those are the people that go to door and do the counting , right ?
I	4	I			I	0	door	HPD is going to door trying to figure out which one it was .
I	4	I			I	0	door	I want each and every house on the entire hillside checked out , to door .
I	4	I			I	0	door	I go to door preaching the teachings of Our Lord and how they can bless our lives .
I	4	I			I	0	door	Do you really get many , um ... converts , going to door ?
I	4	I			I	0	door	I went to door .
I	4	I			I	0	door	"Well , I exaggerated , these trucks do not go to door , but generally set up on the street and operate like a type of temporary "" fish market . """
I	4	I			I	0	door	We also went to door contacting homes in the neighborhood of the fish markets and also to homes along the rivers that were part of the study .
I	4	I			I	0	door	When it came time for Saint John 's Church to raise funds to build a new church in 1930 , Sophie returned the generosity she had experienced by going to door to ask for funds .
I	4	I			I	0	door	 Ciano went to door to convince nurseries and landscapers in Bellmawr to purchase compost . 
I	4	I			I	0	door	As a result , the people conducting the surveys often traveled to perhaps five or ten cities and went to door until they compiled a sample of sufficient size .
I	4	I			I	0	door	While publishing giants Lexis and Westlaw race for the Internet market , smaller firms tail close behind Back in the 1970s , when Bill Gates was a young Harvard student and Steve Jobs was clearing garage space for cathode ray tubes , a band of Ohio attorneys went to door hawking what was then the latest in computer technology .
I	4	I			I	0	door	"Similarly , in assuring Hank she is eating her food properly , she says , "" with my mother out begging to door and my father idle as a dog at the pound , it 's my daughterly duty to maximize the nutritive value of each food dollar "" ( 163 ) ."
I	4	I			I	0	door	Traditionally , poverty she faced as a result of having to raise an extra child by leaving the house a few days after delivery and going to door begging for alms with the twins in her arms .
I	4	I			I	0	door	The mailman delivers information to door .
I	4	I			I	0	door	In response , she went to door in the neighborhood where she grew up , locating those who lived in the area during the fifties and sixties , and tracked them down to learn about their and their children 's health problems .
I	4	I			I	0	door	Houses still bear the spray-painted code of rescuers who went to door in the weeks and months after the storm -- first to search for victims and later to determine whether structures were safe for residents to return .
I	4	I			I	0	door	We do have a county policy that students are not supposed to be out selling stuff to door , but somebody always seems to be finding a way around it .
I	4	I			I	0	door	The Iranian government once controlled what people watched by conducting to door searches for receivers .
I	4	I			I	0	door	We also expected them to voluntarily come and voluntarily join us , but when they did not , we went to door to invite them .
I	4	I			I	0	door	During a recent reception in a neighborhood where she 's starting a new PACE project : pre-formatted table Often the initial assessment , in which the PACE coordinator learns about residents ' concerns , involves going to door . 
I	4	I			I	0	door	In accordance with the PACE method , she conducted a survey , going to door in the neighborhood .
I	4	I			I	0	door	Local authorities created a squad to go to door inspecting premises and providing instructions and education to the public about preventing dengue ( 17 , 23 ) .
I	4	I			I	0	door	In urban areas on the East Coast , where immigrants lived to door with other nationalities , ethnic heritage may have impacted their daily lives more than it did in the less diverse rural Midwest .
I	4	I			I	0	door	When she was a teenager , she and her brother went to door for a Republican candidate for Congress .
F	4	F	F		F	0	dough	Roll or pat to dough in and press against sides .
I	4	I	B		I	0	downtown	The ability for trains to go to downtown is a huge bonus I agree absolutely .
I	4	I	B		I	0	downtown	If you steer your rented Ford onto the New York State Thruway to I-490 , you can get to downtown in little over an hour .
I	4	I	B		I	0	downtown	So the idea of a train that would run to downtown at speeds of up to 200 miles an hour -- as explained in this state promotional video -- it 's suddenly sounding pretty competitive . 
I	4	I	B		I	0	downtown	The assumption that people will want to go where new high-speed train lines would go is a to downtown , but downtowns have been losing their importance as job centers for decades .
J	4	J	J		J	0	dreamer	She touched his shoulder , a fleeting warmth , a moment , to dreamer .
I	4	I	I		I	0	drink	Addict II Athlete kept him among like-minded people , people who once had lived to drink and learned to subsist mile to mile .
J	4	J	J		J	0	driver	This is then a psychological problem between of peace and safety , hypermiling communities need to step up their practices in the area of to driver influences .
I	4	I	B		I	0	dt	Commuter rail is wonderful ( I use it daily ) , and to dt rail is wonderful .
I	4	I	I		I	0	dude	These needs differ , to dude and day to day .
J	4	J	J		J	0	dude	He nods briskly at me , to dude , a truce of a nod . 
J	4	J	J		J	0	dude	Trust me , I had my days of wanting to go ' to dude ' with the men in the room , and then it just hit me that that did n't work as well as being confident in myself as a woman and allowing that the producer of the upcoming film The Karate Kid ( starring her son , Jaden ) and the
I	4	J	B	I	I	0	dugout	In 2015 , Major League Baseball recommended teams extend their netting , to dugout , and all thirty teams did so by 2018 .
F	4	F	F		F	0	e	So I then decided to do , it 's called an to e course , Education to Employment , to do hairdressing again after I 'd moved .
F	4	I	J	F	F	0	each	Hild spoke to each .
I	4	I		I	I	0	ear	Two hours later and I am smiling to ear .
I	4	I	B	I	I	0	ear	It is a Pit Bull on wheels it will do things and go places larger tractors will not and that is a real plus all the while sporting an to ear grin , while saddled up upon it .
I	4	I			I	0	ear	"It 's hard not to love Bill Walton , grinning to ear , riffing on the team 's enthusiasm : "" Freedom !"
I	4	I			I	0	ear	When he finished playing , he was grinning to ear , the audience gave a grand round of applause and you could just see how proud Jeffrey was of himself !
I	4	I	B		I	0	ear	Her reaction was priceless , with her smile beaming to ear , and it certainly made the effort ...
I	4	I			I	0	ear	They put up their first tent together and I have a picture of the two of them , to ear grins ( with the typical missing front tooth gap of a 7 year old ) , with their arms around each others ' shoulders , so proud of their lopsided tent .
I	4	I	B		I	0	ear	Brain surgery that left an to ear scar ( like a headband ) across my head .
I	4	I	B		I	0	ear	no one smiles , not even at the fair , BBQ 's , or dances .. except one photo ( the one with 3 men at Fort Knox .. ) grinning to ear .
I	4	I	B		I	0	ear	He was smiling to ear .
I	4	I			I	0	ear	The kids , squealing , scrambled up rafters of the old Tennessee barn , frightening the chickens and chasing the piglets while Charlie grinned to ear .
I	4	I			I	0	ear	The blast of sun in the window turned Bernardo 's broad , spotted forehead as silvery as his hair , and Esteban reflected that he really did look like some benignly crazed old wolf : his chin was angular , and his lips looked as if they reached to ear , two long , thin , contented-looking seams .
I	4	I	B		I	0	ear	But the next time she came to check on my mother , she entered very quietly , no thunderous footfalls ; she was grinning to ear , seemed very self-satisfied , grinned so long my mother could not help but grin herself .
I	4	I			I	0	ear	Fred smiles to ear .
I	4	I	B		I	0	ear	The song ends , the curtain comes up , and Fred is smiling to ear .
I	4	I			I	0	ear	FRED smiles to ear .
J	4	J			J	0	ear	Andrew leaned closer to the forward-thrusting simian heads , touching to ear , the convex , pupilless stone ball eyes , the wide incised smiles .
I	4	I			I	0	ear	Jake smiles to ear , like the happy newlywed he 's pretending to be .
I	4	I			I	0	ear	Beneath the photo of a balding man holding a newborn baby , the grin on his face to ear 
I	4	I			I	0	ear	When her fan car arrived at the port facility , the human attendant was grinning to ear .
I	4	I			I	0	ear	SKINNER picks up the trap/cage , grinning to ear .
I	4	I	B		I	0	ear	Howard Stark , grinning to ear , was standing in the Oval Office .
I	4	I			I	0	ear	He was grinning to ear , deeply entertained by my confusion . 
I	4	I			I	0	ear	He was suddenly grinning to ear , optimistic , full of hope , and absolutely convinced he could fix what was broken .
I	4	I	B		I	0	ear	He shakes his head , smiles to ear . 
I	4	I	B		I	0	ear	Another knock and the door opened : her grandmother , smiling to ear , tears already in her eyes .
I	4	I			I	0	ear	I asked , now grinning to ear .
I	4	I	B		I	0	ear	"Then , grinning to ear , he asked the band to strike up his theme song , urgency to Clinton 's mission of proving , as president , that he indeed is a "" different kind of Democrat . """
J	4	J	J		J	0	ear	Low on its wedge-shaped face , a row to ear .
J	4	J			J	0	ear	Susan is shouting and hugging her daughter . to ear .
I	4	I			I	0	ear	Anul , grinning to ear , pulls up and shouts to me over the roar of his engine .
I	4	I			I	0	ear	I find Gaillard kneeling in the snow , pumping the stove , his furred red face grinning to ear .
I	4	I			I	0	ear	And I look back at Ken , and he 's kneeling on the seat with the steering wheel in his hand , smiling to ear .
J	4	J	J		J	0	ear	Lay the 32-inch pine board flat , to ear , as shown .
I	4	I			I	0	ear	A young German engineer , grinning to ear , has just completed a five-day ascent of El Cap .
I	4	I			I	0	ear	Newt grinned to ear .
I	4	I			I	0	ear	"It was the best night of my life ! "" Hebert said emphatically , grinning to ear . """
I	4	I			I	0	ear	I had one person ring my doorbell one night , and I came out and this guy was just grinning to ear , and he was pointing .
I	4	I			I	0	ear	"After the verdict , one of the attorneys was smiling to ear and heard saying "" Wow "" in the hallways , according to one of our reporters inside the courthouse ."
I	4	I			I	0	ear	Jamie was smiling to ear .
I	4	I			I	0	ear	Jamie when she is home is smiling to ear ; she loves the ability to express herself around the house .
I	4	I	B		I	0	ear	I know she 'll be grinning to ear .
I	4	I			I	0	ear	As Mark turns to walk off the cameras pan to Bridget 's to ear grin .
I	4	I			I	0	ear	As the U.S. national anthem began to play , Team Moseley placed their hands over their hearts and belted out the words , and Moseley , who 's a Tom Cruise lookalike if there ever was one , beamed to ear . 
I	4	I	B		I	0	ear	Reuben , grinning to ear , ducked his head .
I	4	I			I	0	ear	She grins to ear , caught up in the energy of the music and her supportive audience .
J	4	J	B		J	0	ear	He was grinning to ear .
J	4	J	B		J	0	ear	We 're on the way home , and Braden is smiling to ear . 
I	4	I			I	0	ear	There 's nothing short about it , but the British folk singer followed up her 2013 concept album with a sampler pack of eclectic , idiosyncratic diary entries that would make Joni Mitchell smile to ear .
I	4	I	I	I	I	0	earthquake	Is there a number where you say that was an 8.5 we better watch out or is it to earthquake specific ?
I	4	J	B	I	I	0	edge	Internet Explorer is designed to dedicate your entire screen , to edge , to your websites .
I	4	J	B	I	I	0	edge	The ability to have a kde3-desktop-like to edge view ( ie ; no chrome ) where I can position FILE and FOLDER icons anywhere within that view , folders on the left , documents on the right , program launchers along the top , whatever , *AS WELL AS* plasmoids in a different desktop view . 
I	4	J	B	I	I	0	edge	to edge , floor to ceiling , the lines cover the walls until the shapes of the New World wrap them round .
