Orig Label	Perturbation	Subtype	Orig Label.1	Perturbation.1	True NPN	N1	Sentence Raw Text
N	2	F	N	0	N	factor	Long-standing CLU as found among the EMCLU patients is the most common predisposing to factor factor in CLU patients .
N	2	F	N	0	N	faculty	The program , conceived by Edward Adelson , provides unique interchange of to faculty faculty and students to faculty at different educational levels and strengthens the connection between schools and universities .
Y	2	J	Y	0	N	faculty	One 's own vulnerability when faced with depression and suicide in the classroom Vignette 1 : to faculty faculty A fellow colleague has consulted with you , to help identify possible depression in a student in your school .
Y	2	J	Y	0	N	faculty	The mentoring process has been utilized in different forms whether formal or informal as well as the relationships which might be CEO to vice-president , faculty to student , to faculty faculty , student to student , or CEO to CEO .
Y	2	J	Y	0	N	family	These days , we give each other few presents at the church pageant , to family family not within the family , as the big present-giving is reserved for Christmas morning at home , the way it is in the rest of the United States .
Y	2	I	Y	0	N	family	The decisions rarely sync up , to family family .
Y	2	I	Y	0	N	family	It varies to family family .
Y	2	I	Y	0	N	family	ALISON : to family family .
Y	2	I	Y	0	N	farm	Most of the time when I 'm staying to farm farm , they offer a room for me to sleep in .
Y	2	I	Y	0	N	farm	"It 'll depend , to farm farm , how the crops fared . # """
Y	2	J	Y	0	N	farmer	to farmer farmer , he 'd said , and she had n't thought any more of it .
Y	2	J	Y	0	N	father	But , whether ex-cop to ex-cop , or to father father , he felt as though he knew this guy .
Y	2	J	Y	0	N	father	He could only ask for his landlord 's advice , to father father . #
Y	2	J	Y	0	N	father	"Indeed , he said he went to Mr. Bush , to father father , to pass along rumors derogatory to the Bush sons and , in return , received a the then Vice President Bush , which says , in part , "" You see , I was very touched by your calls about my kids . "" But Mr. Perot does not"
N	2	F	N	0	N	father	Would it have been too much for the judge to put aside his views and extend his hand in sympathy , a gesture of to father father ?
Y	2	J	Y	0	N	father	There 's too much , to father father and now son to son .
Y	2	J	Y	0	N	father	I 'm asking you , to father father , to leave her alone .
Y	2	J	Y	0	N	father	She was a good kid and a good daughter , and ... I think if I can just talk to the President to father father , i just hope he would understand and try to help . ( Sighs )
Y	2	J	Y	0	N	feet	Two to feet feet .
Y	2	J	Y	0	N	feet	Curled up to feet feet on the narrow bench running down the left interior wall .
Y	2	J	Y	0	N	feet	A bane-lit could hold adult visitors or as many as four children , who slept to feet feet .
Y	2	J	Y	0	N	feet	Toeies ( cooperative ) Partners lie stretched out on the floor , to feet feet , or big toe to big toe , and try to roll across the floor with their toes touching all the time .
Y	2	J	Y	0	N	fender	The drink making a rupture in her belly now and soon enough , a triple flash of lights , and Pearson steps triple on the brights in response , , and the cars brake and stop still , to fender fender .
Y	2	J	Y	0	N	fender	"These cars are fast , extremely fun to drive , and going 100 miles an hour , to fender fender , is a thrill , "" Yackey said . """
Y	2	I	Y	0	N	festival	And it 's a different age group , though , mostly it 's retired people in their RVs who will just follow to festival festival to festival .
Y	2	I	Y	0	N	festival	"The legacy SFX model is n't that attractive to the eye . "" Cuban 's biggest concern is the herd mentality that EDM a lot of the same DJs going to festival festival to festival ."
N	2	F	N	0	N	field	"Over and over again prophets warned-in person or in writingagainst the tendency to use land for private wealth-against "" adding to field field and house to house , "" as Isaiah says ."
N	2	F	N	0	N	field	. ) A lesson surely most apposite for our own politics today , as it was in the fourth century- a time when Christians , for the first time , were having to address the nation , and a time when Roman law made private ownership ever more absolute ; land owners added to field field and cities swelled with dispossessed poor . ( See Charles Avila 's Ownership -- Early Christian Teaching , Sheed and Ward , 1983 . )
N	2	F	N	0	N	files	I suspect that OMake works by literally treating rules as functions taking to files files , so .
N	2	F	N	0	N	filter	Setting up a filter in gmail Firstly , I set up a to filter filter ' .
Y	2	I	Y	0	N	filth	"If we knew where they were . "" Lurconis dwells beneath the city . to filth filth . """
Y	2	J	Y	0	N	fingertip	"He leaned forward and made his hands into a ring , to fingertip fingertip . """
Y	2	J	Y	0	N	fingertip	"Sir . "" Reedy 's hands , resting to fingertip fingertip across her knees , trembled slightly . """
Y	2	J	Y	0	N	fingertip	Her eyes narrowed , and she turned her hand , touching to fingertip fingertip where the carbon nanotubule channels to their electroplaques surfaced on the skin .
Y	2	J	Y	0	N	fingertip	A fund-raiser for Martin Luther King Jr . and the northern coordinator for the Southern Christian Leadership Conference in the early ' 60s , Angelou is now saddened by the sense that the country has turned was an era where we were to fingertip fingertip . ...
Y	2	J	Y	0	N	fingertip	This study , which replicated Hunt 's ( 1996 ) method of measuring for height , did not use arm-span measurement ( to fingertip fingertip with arms extended and abducted ) as an indicator of maximum height .
Y	2	I	Y	0	N	firm	Those processes vary to firm firm , which have different retirement and pay structures , but the same questions remain at almost all firms navigating these changes :
Y	2	J	Y	0	N	firm	We are not only in individual to firm firm competition but , in some cases , in a kind of systemic competition as well of pressure on the work place .
Y	2	J	Y	0	N	fist	In that film , our first introduction to Logan is him in a cage match getting the crap kicked out of him until he decides to end it and punches his opponent to fist fist , which it strongly implies breaks the other guy 's hand .
Y	2	J	Y	0	N	flesh	"Got ta Get Out of This Place , "" "" You Were on My Mind , "" and in the bed two men , two bodies , friends but also strangers , discovering this about each other , for the first time , their strangeness , their bodies new , the touch of to flesh flesh ."
Y	2	J	Y	0	N	flesh	There was no to flesh flesh contact , but Aria saw at once it was a terrible mistake .
Y	2	J	Y	0	N	flesh	to flesh flesh , the need for meaning drops away .
Y	2	I	Y	0	N	floor	When the young people were allowed to explore the gallery based on their own interests and guided by moving to floor floor , their own noticing , confidence and freedom to inquire became more student directed .
Y	2	I	Y	0	N	floor	I would have to do whole years of residency with two children at home , hurry to floor floor with note cards in my pockethemoglobin and hematocrit , chest x-ray in AM , grand rounds , afternoons at clinicimpossible , I told myself .
Y	2	I	Y	0	N	floor	She would hear his footscuffs wander ing the house , to floor floor , gliding room to room , his tail rudder busted , blown by winds only he could feel .
Y	2	I	Y	0	N	floor	A to floor floor , and every floor looked like the one before it .
Y	2	I	Y	0	N	floor	There are fire rescue teams going to floor floor , looking for anybody who may have been left behind .
Y	2	I	Y	0	N	floor	I know he went to floor floor .
Y	2	I	Y	0	N	floor	But they do say he went to floor floor .
Y	2	I	Y	0	N	floor	Cause I 'm the first to know whenever the plans are laid that never go further than to floor floor .
Y	2	I	Y	0	N	floor	I 'm gon na go to floor floor .
Y	2	I	Y	0	N	floor	My men are going to floor floor ; they will find her .
N	2	F	N	0	N	flower	The soccer player 's clone had tied up the apartment for an extra two to flower flower .
N	2	F	N	0	N	flower	"As soon as their mistress was gone , Miss Dougard scanned the room - which was littered with clothes . "" to flower flower . """
Y	2	I	Y	0	N	fluid	escape it , until he knew for sure that nothing worked , nothing would free him but giving in to himself and finally landing , for hours at a time , on the shores of the bodies spring afternoon , the tea gone cold and the virus moving , to fluid fluid , body to body , skin to skin .
N	2	F	N	0	N	food	Feed the Bay was a multi-church initiative that provided 270,000 lbs . of to food food banks in the Brandon , FL community .
Y	2	J	Y	0	N	food	They should also be aware of the three possibilities of cross contamination : to food food ( touching or dripping ) , food to hand ( handling by kitchen staff , waiter or street vendor ) and food to equipment ( preparing food using non-reserved pots and utensils ) , and be aware of possible reactions to ingredients in exotic dishes.7
Y	2	I	Y	0	N	foot	Why is he shifting to foot foot and grimacing ?
Y	2	I	Y	0	N	foot	It even stands , balanced on its back feet , padding softly to foot foot , smelling him before it drops and crouches and rumbles more loud low noise .
Y	2	I	Y	0	N	foot	"The girl was shifting to foot foot and looked like she might wet herself """
Y	2	I	Y	0	N	foot	That restrained dance of aggression : shoulders up , weight shifting to foot foot , slowly shrinking the space between them .
N	2	F	N	0	N	foot	Surf 's a calm to foot foot and a half .
N	2	F	N	0	N	football	our team HEY DANNY BOY if the kitchen ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! take your money your bull headed ways to philly bring back the Cooks a real football family and if your a true fan as you state leave to football football people I grew up a die-hard Skin 's fan ... every piece of Redskin football family ... I owned it ..
N	2	F	N	0	N	footnotes	I tried adding to footnotes footnotes but it would n't let me .
Y	2	J	Y	0	N	forehead	Devorah could n't credit what she saw , to forehead forehead , and arms linked on the table between them , fingers twined .
Y	2	J	Y	0	N	forehead	Their bodies seemed to move closer , to forehead forehead .
Y	2	J	Y	0	N	forehead	They were to forehead forehead , but Willie just shoved off of Joe .
Y	2	J	Y	0	N	forehead	And what is equally endearing is when Emraan Hashmi and his heroine would have kissed for 20 minutes , Barfi and Jhilmil just stand close , smiling , to forehead forehead .
Y	2	J	Y	0	N	forehead	As close as we to forehead forehead .
N	2	F	N	0	N	foreigners	The greater part of our money stock has been shipped to other lands debts of to foreigners foreigners ?
N	2	F	N	0	N	forty	It has taken to forty forty five years for the Branch in Lancaster ( on King St. ) to grow to three wards !
N	2	F	N	0	N	forty	In nine separate visits he was eventually able to collect three hundred and fifty pieces of bone to assemble the almost complete skeleton of a male about five feet eight inches tall , to forty forty five years of age , and exhibiting features consistent with those of a Caucasoid .
Y	2	J	Y	0	N	friend	When the conversation is to friend friend ( or even person to person ) , and not Amyrlin to subordinate ?
Y	2	J	Y	0	N	friend	This is between us , Holder to Steward , as well as to friend friend , Brand .
Y	2	J	Y	0	N	friend	"This is just to friend friend . "" I sit down ? "" "" No , but let me tell you , buddy , you 've got to knock off the proselytizing . "" "" The-- ? "" "" Talking about God on the job , man . "" "" Earl , I back off when"
Y	2	J	Y	0	N	friend	to friend friend ? # AMY # Shoot # BETSY # I hate to admit it but I agree with Duncan on this one . # AMY # ( back to the computer ) Do n't shoot . # BETSY #
Y	2	J	Y	0	N	friend	"I 'm asking to friend friend . "" Montrose chuckled . """
Y	2		Y	0	N	friend	But then , a few months later , Ian came to the friend and asked him whether he could speak to him in complete confidence , as patient to doctor , not as to friend friend .
Y	2	J	Y	0	N	friend	"They talk father to son , business partner to business partner , to friend friend . "" I think it 's personal , between Danny Lozano and Bob Graziano ; ' the son says ."
Y	2	J	Y	0	N	friend	"Factory , "" hit two million views this summer , all powered by word of mouth and e-mail links sent to friend friend ."
Y	2	J	Y	0	N	friend	KILLINGSWORTH : Well , when she and I talk , its just as to friend friend , and I was just there to be about her and Im praying for her , and I hope things go well for her.
N	2	F	N	0	N	friend	Love is the glue that bonds to friend friend , parent to child .
Y	2	J	Y	0	N	friend	"The campaign asks gay activists to personally contact friends , as well as women 's groups , college students and anyone with a peer circle that will listen . # "" to friend friend , neighbor to neighbor is far more effective Ron Mason remembers that sad day in 2002 ."
Y	2	J	Y	0	N	friend	Let me just ask you , to friend friend , are you okay ?
Y	2	J	Y	0	N	friend	Can I ask you something , to friend friend ?
Y	2	J	Y	0	N	friend	what he was gon na was gon na say not only did n't I care what he was gon na say but if he had sat here while I typed his testimony for him I would n't have understood what he was gon na say ! - Toby . - What ? - to friend friend . - Yeah .
Y	2	J	Y	0	N	friend	"Jo , you 're so cute , but to friend friend , honestly check into some "" feigning disinterest "" classes ."
Y	2	J	Y	0	N	friend	i can just feel roe vs.wade being chipped away at this parental consent law , the judicial bypass hoops . the wall 's coming down . can feel it . uh , may i say something , to friend friend ? you pro-choice people ... you need roe vs.wade . you 're desperate for it , not because you 're sure of your opinion , but because you 're not . you need to cling to that ruling as moral validation for a position i do n't know exactly what
Y	2		Y	0	N	friend	to friend friend , do you not want this ?
Y	2	J	Y	0	N	friend	to friend friend ? - No . - Man to woman ? - Oh , God , no . - Employee to employer ? -
Y	2	J	Y	0	N	friend	And I 'll repay you tenfold for all the things you 've done for me , to friend friend . - Veronique : Aww . - Josh : Yeah .
Y	2	J	Y	0	N	friend	to friend friend , ew .
Y	2		Y	0	N	friend	Listen to me , to friend friend ?
Y	2	J	Y	0	N	friend	[Jean] , can I ask you something , to friend friend ?
Y	2	J	Y	0	N	friend	You can tell me , to friend friend .
Y	2	J	Y	0	N	front	Oriental despotism , a world united under one lord and sovereign , on the one side , and separate states , insignificant in extent and resources , but animated by free individuality , on the other side , stood to front front in array of battle .
Y	2	J	Y	0	N	gambler	Come on , to gambler gambler , give me a chance to win my money back .
N	2	F	N	0	N	game	He should have brought his A to game game 6 but I 'm guessing what took place behind close doors really messed with his head .
Y	2	I	Y	0	N	game	Their interchange and movement relative to each other have been improving , to game game .
Y	2	I	Y	0	N	game	Sure , there are a few to game game items .
Y	2	I	Y	0	N	game	Did n't re watch the game today but there 's no denying Drew 's numbers do n't reflect what Lakers fans see on a to game game basis .
Y	2	I	Y	0	N	game	Do you address the players as a group and does that vary to game game or do you have a set procedure for that ?
Y	2	I	Y	0	N	game	to game game , however , the competition was terrific .
Y	2	I	Y	0	N	game	The quality of play during the regular season went down a little bit , as you saw players just not having enough time to recover to game game .
Y	2	I	Y	0	N	game	? mon Gold and Silver , there have been hundreds of named human characters , on top of numerous supporting players and miscellaneous townsfolk throughout the various regions , as well as 649 types of Mons as are about 45 Gym Leaders ( eight gym leaders through five generations , with some changing to game game , such as Juan replacing Wallace in Emerald Version ) .
Y	2	I	Y	0	N	game	The RNG that is creating the affixes for packs may be random to game game , but within each game Each pack will continually have the same affixes .
Y	2	I	Y	0	N	game	The to game game .
Y	2	I	Y	0	N	game	"You just evaluate differently to game game , "" Fox said Monday at his weekly news conference . "" Every week is a customizing of your team versus their team ."
Y	2	I	Y	0	N	game	"The one thing you ca n't question with our team is our resilience in situations like that , whether it 's to game game , minute to minute , our team will keep playing , "" Magic Coach Stan Van Gundy said . "" I felt like we held our composure pretty well . "" Lewis and Dwight Howard both had 21 points to lead the Magic to its first Finals victory in seven"
Y	2	I	Y	0	N	game	NCAA basketball referees advance on a merit system , as evaluated by the NCAA to game game .
N	2	F	N	0	N	garment	The tape can be used to anchor to garment garment or fabric to skin .
N	2	F	N	0	N	gas	Oil companies who make 8 cents a gallon who reliably deliver to gas gas stations or the government who makes out like bandits at 17.2 cents per gallon ?
Y	2	B	Y	0	N	gate	The flight to Honolulu took thirty-two minutes , to gate gate .
Y	2	B	Y	0	N	gavel	"That would cover the whole wedding . "" "" to gavel gavel , "" Ed says . "" Exactly ."
Y	2		Y	0	N	gavel	@!MR-MUDD : For most of the day Durenberger simply sat and listened to the Committee 's Special Council Robert Bennett lay out the case against him knowing that much of Minnesota was also listening back home to the to gavel gavel coverage on public radio .
Y	2	B	Y	0	N	gavel	We 've been doing it to gavel gavel , the way we do most trials that we cover .
Y	2	B	Y	0	N	gavel	But I wish we could get the whole convention covered to gavel gavel .
Y	2	B	Y	0	N	gavel	In the past four years , I 've covered about 250 trials , most of them to gavel gavel .
Y	2	B	Y	0	N	gavel	It 's almost a caricature of journalism in the sense of rushing to put raw information that has n't been checked out on the air , and talk about not being able to escape it , they 're going to have to gavel gavel coverage of the trial as well .
Y	2	B	Y	0	N	gavel	LESLIE ABRAMSON : I mean , if the prosecution gets up and- no , it does n't happen frequently , what- how many cases have been , you know , recorded , to gavel gavel ?
Y	2	B	Y	0	N	gavel	And I think , you know , conventions are particularly , now that we do n't have to gavel gavel coverage on a lot of the networks , I think the conventions are a chance for conven- for the Parties to show their stuff , and if they 're only going to get a two hour window each night , I think the networks probably ought to just show it
Y	2	B	Y	0	N	gavel	Television cameras covered the proceedings to gavel gavel .
Y	2	B	Y	0	N	gavel	But it does n't mean you 've got cover it to gavel gavel , and it does n't mean that you 've got to put in the kind of time in convention coverage that you did 10 or 20 years ago when news actually happened at conventions .
Y	2		Y	0	N	gavel	I get it if you do n't want to do a to gavel gavel , but that 's -- NBC is only covering two and a half hours @!BRUNO
Y	2		Y	0	N	gavel	Well , cable television , Marie Cocco , likes to boast that they 're there to gavel gavel providing what the broadcast networks are not .
Y	2	B	Y	0	N	gavel	And the consequence is the net cable will carry it to gavel gavel .
Y	2	B	Y	0	N	gavel	And it is -- you know , you do have to question , since there 's not a lot of news being made , do we need to gavel gavel coverage ?
Y	2	B	Y	0	N	gavel	I mean , if Peter Jennings decided to do a digital to gavel gavel thing because he wanted to be on the air , they 've got a real problem they need to fix .
Y	2	B	Y	0	N	gavel	An unblinking eye focused on the House of Representatives , to gavel gavel .
Y	2	B	Y	0	N	gavel	But the approach has stayed the same : to gavel gavel , unfiltered , no fancy graphics and
Y	2	B	Y	0	N	gavel	But the approach has stayed the same : to gavel gavel , unfiltered , no fancy graphics and no stars -- well , one star , maybe , but a reluctant one .
Y	2	B	Y	0	N	gavel	@!COOPER : You guys are covering the trial to gavel gavel ?
Y	2	B	Y	0	N	gavel	"@!BLOOM : to gavel gavel , every day on "" COURT TV. "" @!COOPER : Lisa Bloom , thanks ."
Y	2	B	Y	0	N	gavel	We 're doing it to gavel gavel on Court TV , by the way .
Y	2	B	Y	0	N	gavel	to gavel gavel , live streamed through the Democratic convention Web site and through our mobile app .
Y	2		Y	0	N	gavel	He is also a host of Law And Crime Network and he is covering this case , to gavel gavel .
Y	2		Y	0	N	gavel	His one-year trial was televised to gavel gavel .
Y	2		Y	0	N	gavel	This year I am tied , to gavel gavel , to the convention and have come to see the show up close , live and in person .
Y	2	B	Y	0	N	gavel	"This is just churning around and trying to land on something , "" Leonard says of the tobacco company 's massive briefs that also attempt to dissect both trials to gavel gavel . "" None of this is going change until the Supreme Court directly tells us to . "" Some companies coming out of the post-State Farm round with reduced awards are cutting their potential future losses by dropping their appeals and settling for the lesser amounts ."
Y	2	I	Y	0	N	generation	And because this worked so well and we grew so prosperous , we assumed that this way of life would just keep perpetuating itself , to generation generation .
Y	2		Y	0	N	generation	It is not purely a matter of language , but also a matter of a different sort of spiritual approach , one that is not easy to construct artificially , but which was once maintained to generation generation in an organic way , and which can not now be recreated by mere whim , but rather would be a experienced ( subjectively ) by people today is a rather different thing than it was in 62 , because the modes of the receivers are very different today .
Y	2		Y	0	N	generation	Mama said that creative energy was passed on front to generation generation .
Y	2	I	Y	0	N	generation	Futures inflicting their woes on the past , to generation generation .
Y	2	I	Y	0	N	generation	"There were "" official "" pageants every year , but Bobbie Faye 's mom ( and her mom before her , and so on ) were the in time , no one really remembered how it was handed down to generation generation ."
Y	2		Y	0	N	generation	The littlest colored child in Colfax , Louisiana , know better than to speak the truth of that time out loud , but the real stories somehow carry forward , to generation generation .
Y	2	I	Y	0	N	generation	She tried desperately to give them a break to generation generation , a sickening heritage , like some sort of decomposing corpse in the family cellar . //
Y	2	I	Y	0	N	generation	"That 's the point . "" # "" Log houses , log barns , log churches , log you name it , "" Hansen elaborated . # "" Traditions and methods handed down , to generation generation , "" I said . # "" Passed down through the mother 's milk , "" Hansen interjected suggestively."
Y	2	I	Y	0	N	generation	So many names are repeated to generation generation : Yolanda , for instance , shares her name with two cousins and now three little nieces-all of them named after the grandmother , Yolanda Laura Maria .
Y	2		Y	0	N	generation	"The English are more efficient than we are if they 're going to keep repeating a name to generation generation . """
Y	2		Y	0	N	generation	That would be cowardice , to erase the touch of a of a voice , to tear the web that continues to spin itself , to generation generation , true love to true love .
Y	2		Y	0	N	generation	"The Holy Spirit stirs up people , to generation generation . """
Y	2	I	Y	0	N	generation	There 's a truth with a capital T that does n't change to generation generation or even century to century .
Y	2	I	Y	0	N	generation	Is that a way of suggesting to generation generation ?
Y	2	I	Y	0	N	generation	It 's very hard in this business to stay popular to generation generation to generation , and he does it and he 's an awfully young -- it 's great to have you here , Rodney .
Y	2	I	Y	0	N	generation	And you also have families that have stayed here over to generation generation , so you can track them @!PRESCOTT
Y	2	I	Y	0	N	generation	@!Mr-FAIOLI : that was passed on to generation generation , and this was a form of communication , was said especially in popular festivals , no ?
Y	2		Y	0	N	generation	Making it is a skill that every frontier farmer had , a practice handed down to generation generation .
Y	2		Y	0	N	generation	Scientists at Brandeis University announced this week that they had developed a breed of what they call small robotic life forms that not only reproduce themselves , but improve themselves to generation generation .
Y	2	I	Y	0	N	generation	@!SAWYER : That -- I think that 's a piece of advice that gets handed to generation generation . @!Ms-BUSH : But , .
Y	2	I	Y	0	N	generation	That was very important to put , you know , because we have a concept of cool , and it changes to generation generation , but we can always look at classic cool of the lyrics , well , I wanted to put some information , you know , and that 's why the song starts with the year he was born , 1932 .
Y	2		Y	0	N	generation	Its something that , you know , will pass down to to generation generation .
Y	2		Y	0	N	generation	Sometimes , these get passed on to generation generation .
Y	2	I	Y	0	N	generation	It grows to generation generation .
Y	2		Y	0	N	generation	Most times when a person claims genetics ..... and so bad nutrition habits are what is passed down to generation generation .
Y	2	I	Y	0	N	generation	The standards of politeness are culture- based and fluid , changing to generation generation .
Y	2		Y	0	N	generation	"Once you abandon the principle that it has to go to generation generation - and people can either do it or not , depending on whether they 're any good - the whole show is really on the skids . "" Crisis may follow crisis , but the monarchy does not appear in danger of disappearing ."
Y	2		Y	0	N	generation	Or perhaps it indicated that the people were linking to generation generation , or trying to create symbols of authority .
Y	2	I	Y	0	N	generation	"It 's been passed down to generation generation . "" Wurst himself is an example . """
Y	2		Y	0	N	generation	"It 's because of that passion that gets passed down to generation generation . """
Y	2	I	Y	0	N	generation	"It saddens me there was no plant , nor magic that could save my mother when she got sick . "" Whisper in pukina ? the secret language of ? to generation generation ."
Y	2	I	Y	0	N	generation	Those values systems were passed down to generation generation .
Y	2	I	Y	0	N	generation	The only one in existence , Passed down to generation generation , Transcribed in the blood of our founding fathers
Y	2		Y	0	N	generation	Just kind of keep it going , to generation generation , actually .
Y	2		Y	0	N	generation	Master to apprentice , to generation generation .
Y	2		Y	0	N	generation	To pass down to generation generation .
Y	2	I	Y	0	N	generation	When I started renting . . . land . . . it was Indian that one acre , it was trust land , and I knew all the old people , and it 's been handed down to generation generation . . . .
Y	2	I	Y	0	N	generations	We 're going to - Stephon is going to live for to generations generations to to generations generations .
Y	2	I	Y	0	N	generations	Knowledge passed down to generations generations much like it has across the world for centuries .
Y	2	I	Y	0	N	genotype	Though cumulative response of genotypes x environment varies for to genotype genotype , however , this study has provided a basis and time frame , which can be adopted with proper modification through experiments for other genotypes and other date palm growing regions .
Y	2	J	Y	0	N	ghost	"A new series of segments called "" Haunted America . "" Sort of a "" to ghost ghost with Daphne Blake . "" Right ."
N	2	F	N	0	N	gift	@!TAMRON-HALL# it 's a nice to gift gift someone with a cute plant inside .
Y	2	J	Y	0	N	girl	When we get to New York , you and me are havin ' a to girl girl .
Y	2	J	Y	0	N	girl	Guys , can I ask you all a question , to girl girl ?
Y	2	J	Y	0	N	girl	Come on , to girl girl . - No .
Y	2	J	Y	0	N	girl	You know what , to girl girl , you 're gettin ' a little hippy .
Y	2	J	Y	0	N	girl	I think it should be to girl girl .
Y	2	J	Y	0	N	girl	Listen , to girl girl , you break it , you own it .
Y	2	J	Y	0	N	girl	I thought maybe we could have a little talk , to girl girl .
Y	2	J	Y	0	N	girlfriend	"Separate vacations , says Julia Boyd , a psychotherapist in Seattle , WA , and author of to girlfriend girlfriend and In The Company of My Sisters , give couples a chance to pursue or enjoy interests their partner may not share . "" Vacation is a time for relaxation and fun , "" says Boyd . """
Y	2	J	Y	0	N	girlfriend	"In fact , she even encouraged the romance . "" I liked her style in how she came to me with it , very much to girlfriend girlfriend , respectful and warm , "" Stovall says of her friend . "" Because it was a new friendship , she earned a lot of points and a friend 's ex can be acceptable ."
Y	2	J	Y	0	N	girlfriend	"Let 's change that to "" to girlfriend girlfriend . @@3130595 Poor Mr Adamson had no idea we were having a ball at the beginning of his visit ."
Y	2	J	Y	0	N	glass	Shaw smiled , clinked to glass glass , and drank .
Y	2	J	Y	0	N	glass	It 's to glass glass .
Y	2	J	Y	0	N	glass	I to touch to glass glass , - use my watch . - So do I .
Y	2	J	Y	0	N	gogg	"She put one hand on either side of his head , gently bringing them to gogg gogg . "" Drow ."
Y	2	J	Y	0	N	gold	"That 's the same Because the collections changed so much , though ( some are gone , others are new , ones with the same name are very different ) , some users are seeing "" to gold gold "" or "" Platinum to Platinum "" upgrade pricesthat seem way too high ."
Y	2	J	Y	0	N	gourd	They 're going at it , to gourd gourd .
N	2	F	N	0	N	government	Speak in favior of limited to government government .
Y	2	J	Y	0	N	government	Mr. WILL : Well , it 's a factor in the sense that it 's a way of communicating , sometimes , to government government when other channels are blocked and also , certainly , people to- government to people .
Y	2	J	Y	0	N	government	We did it quite well- BUCHANAN : Michael , foreign aid is nothing but to government government transfers-
Y	2	J	Y	0	N	government	We are not talking here principally about to government government aid .
Y	2	J	Y	0	N	government	I am against foreign aid because to government government transfers promote the growth of government and we are market capitalists @!KINSLEY
Y	2	J	Y	0	N	government	@!REP-LEACH : Well , you have , but let me again stress that this is n't just to government government decision making .
Y	2		Y	0	N	government	@!SPOKESMAN : All we 're doing is trying to sit down to government government now , and business to business , and say there 's something basically unfair because we 're doing so well in Europe and the trade balance there is getting in balance more every day .
Y	2	J	Y	0	N	government	, the work that has been done by the Bank of England , the work that has been done by various intelligence agencies and law enforcement agencies for a long period of time , there 's a great deal of information available and there has been unparalleled cooperation between these groups and between to government government .
Y	2	J	Y	0	N	government	That 's what they need over there , not to government government money ; you need that support , but they need to pass laws that will permit America and other Western capital to come in there .
Y	2	J	Y	0	N	government	I think he 's under a Eagleburger in November that they were going to go ahead with to government government aid to Vietnam , and so they 're going to cease trying to black ball the Vietnamese in the IMF , and in the World Bank to stop the kind of relevant loans the Vietnamese desperately need to rebuild their infrastructure .
Y	2	J	Y	0	N	government	There are two levels of discussion that are going to go ahead in the near future with Hurriyat and then directly to government government with Pakistan .
Y	2	J	Y	0	N	government	Obama 's interview -- the first for a president while in office with a Native news outlet -- reflected an understanding of Native people beyond the scope of race , and acknowledged the distinctive to government government requirements between the United States and Native nations .
Y	2	J	Y	0	N	government	Especially entertaining is the suffering of the unfortunate recipients of to government government aid .
Y	2	J	Y	0	N	government	I think we 're for aiding our allies by sharing of our material blessings with those nations which share in our fundamental beliefs , but we 're against doling out money to government government , creating bureaucracy , if not socialism , all over the world .
Y	2	J	Y	0	N	government	"Some men in the White House are on the "" society "" side ; some women in the State Department are on the "" to government government "" side ."
Y	2	J	Y	0	N	government	Negotiations or agreements between the United States and tribes are to government government .
Y	2	J	Y	0	N	government	The other was the growth of trans-national and trans-governmental interest groups which tend to dilute to government government confrontation and help to make collaboration self-sustaining.
Y	2	J	Y	0	N	government	Then later in the day we were invited to the Minister 's office-the Minister of Information-and we went there ... he started talking about the Afo-a-Kom , saying that it is a government business , to government government , and we have no right to make an address.
Y	2	J	Y	0	N	government	Bf ( $109 million ) to government government loan by one-third , and would reschedule repayment over fourteen years on approximately 17,000 million Bf ( $463.2 million ) in government-guaranteed commercial debt.
Y	2	J	Y	0	N	government	Secondly , look at the on-going management of the relationship and not in regard to a permanent tribunal , is that as far as we have been able to discern -- and we have only had five to government government disputes that have gone to a panel proceeding under Chapter 18 of the FTA , the inherently reasoned nature of judicial or quasi-judicial decision making has not deprived ad hoc panels of the ability to be consistent in their jurisprudence .
Y	2		Y	0	N	government	"The to government government transfer payments to ensure that adequate funding finds its way to the enterprises providing services and equipment to the space station . "" During September , NASA floated various proposals to send as much as $660 million over four years to the Russian Space Agency to keep Russia 's participation"
Y	2	J	Y	0	N	government	Most trade between Israel and Egypt is to government government .
Y	2	J	Y	0	N	government	They have become more aware that global problems require global trusteeship and that efforts to solve them solely through traditional means -- to government government -- might be inadequate .
Y	2	I	Y	0	N	grade	Middle and high school are not lived to grade grade , or even test to test , but day to day , one bell to the next .
Y	2	J	Y	0	N	grain	The to grain grain interlocking is reported as the key factor controlling the unconfined compressive strength irrespective of grain mineralogy 18 , while a negative correlation between the quartz content and unconfined compressive strength of sandstone is reported by several researchers 19,20 .
Y	2	J	Y	0	N	grain	The fine grained soil can withstand higher unconfined compressive strength as compared to coarse grained soil due to higher number of to grain grain contact but it is prone to high weathering rate 19,21 .
Y	2	J	Y	0	N	granny	Listen , I was hoping that you and I could have a little talk , to granny granny .
N	2	F	N	0	N	ground	Short the to ground ground and nothing happens . ) Disconnect the battery 's ground cable and wire the ammeter in series between the battery terminal and the cable .
